query,title,query_count,title_count,cooccurrence,npmi,similarity
sitzbath,sitz,31,400,42,0.8655988497005834,0.8722972273826599
rakhee,rakhi,40,250,40,0.8741223299685568,0.871786892414093
scrunchie,scrunchy,1233,896,39,0.5482627692589774,0.8716773986816406
shakes,shake,1722,3263,125,0.5614414164433242,0.8716627359390259
marines,marine,400,7939,68,0.5343539168687443,0.871320903301239
crimping,crimper,380,607,18,0.5723134440009153,0.8712023496627808
crimper,crimping,607,380,11,0.5234581799722581,0.8712023496627808
jo,jojo,479,1860,44,0.5760491204580104,0.8711722493171692
crepey,crepe,126,1426,11,0.5392183529318949,0.8709402084350586
spying,spy,123,5087,28,0.5519831649813767,0.8709012866020203
baldurs,baldur,14,30,14,0.9511707036658291,0.8708929419517517
drip,drippers,4109,113,14,0.5021731317503538,0.8706837296485901
drippers,drip,113,4109,16,0.515135384929286,0.8706837296485901
flaxseed,flax,428,1052,15,0.5108215762814349,0.87058424949646
polisher,polishing,1368,2660,62,0.5146719595598181,0.8705548644065857
davids,david,36,2343,16,0.6253549004232827,0.8704822063446045
drip,dripdrop,4109,54,11,0.5259050227192077,0.8703458905220032
heels,heel,4075,9327,574,0.6008269895761593,0.8698950409889221
grandpa,grandfather,1926,183,12,0.504969344273721,0.8697998523712158
vitaminc,vitamin,19,23138,23,0.555137404444133,0.8697810769081116
bunkbed,bunk,72,1503,17,0.6155819245834142,0.8697030544281006
spf30,spf,74,5024,46,0.6415228249589412,0.8696038722991943
stethescope,stethoscope,19,1359,15,0.6947832332240653,0.8694349527359009
clark,clarks,784,3403,58,0.5294285110306237,0.869335412979126
budget,budgeting,1084,182,30,0.6369403345225111,0.869221568107605
bodyco,bodycon,15,10394,15,0.5790704714064654,0.8691766858100891
sharpener,sharpen,4306,195,34,0.5524716204943684,0.8688670992851257
vacuume,vacuum,16,27002,24,0.560685232954428,0.8685392737388611
aarons,aaron,31,504,30,0.8077497754724144,0.8684452772140503
carhart,carhartt,80,7103,84,0.6823604144446274,0.8683916330337524
recieving,receiving,16,1507,13,0.6836850045205045,0.868308424949646
zeedog,zee.dog,16,18,16,0.9923886818615626,0.8680540323257446
dip,dipping,4109,1646,179,0.5901763150197796,0.8679541945457458
nets,net,750,11111,132,0.5383174844234248,0.8678572773933411
beat,beats,1123,2113,50,0.5217691557616266,0.8674507737159729
elmers,elmer,66,491,12,0.6563794842856262,0.8673846125602722
suavacito,suavecito,11,119,11,0.8497592443968229,0.8673644661903381
wax,waxing,13321,1393,162,0.5014238984745345,0.867274820804596
waxing,wax,1393,13321,192,0.5210616268406199,0.867274820804596
f550,f570,360,35,11,0.706887523339691,0.8671964406967163
horror,horrors,1735,107,17,0.5805680675184798,0.867102324962616
weimans,weiman,31,383,31,0.8302846956906313,0.8670161366462708
clineque,clinique,16,721,17,0.7608162856518516,0.8669355511665344
warners,warner,29,1091,28,0.7520811027554258,0.866930365562439
mops,mop,381,4785,82,0.5952050161127117,0.8667706251144409
mop,mops,4785,381,39,0.5139166800009631,0.8667705059051514
j491dw,j895dw,74,37,10,0.7924195872786872,0.866743803024292
kolao,koloa,15,227,15,0.825159007126491,0.8667422533035278
halos,halo,49,4558,13,0.5417424442344425,0.8666766285896301
hinatab,hinata,11,55,10,0.887106353328821,0.8662676215171814
dee,dees,316,58,12,0.6925360012018825,0.8659487962722778
scar,scars,1547,1186,68,0.5734614450049461,0.8657150864601135
preamplifier,preamp,99,160,17,0.7402464274987928,0.8655999302864075
24x14,14x24x1,12,60,10,0.8761922270443507,0.8654707670211792
talkies,talky,2096,242,34,0.586711288639538,0.8653111457824707
talky,talkies,242,2096,15,0.5031537610002466,0.8653111457824707
maxie,maxi,18,12051,12,0.5357649036468825,0.8652856349945068
mittens,mitten,1508,836,51,0.5680539874136163,0.8651914596557617
sirius,siriusxm,232,201,16,0.6636537519359258,0.8651727437973022
motorolaone,motorola,12,3712,13,0.644547543584969,0.8650606870651245
horns,horn,643,3129,43,0.5173160546574271,0.8650415539741516
shepherdd,shepherd,13,1007,14,0.7308112980587607,0.8648731708526611
avenues,avenue,21,3420,11,0.5970748850637094,0.864803671836853
plumpers,plumper,36,368,15,0.7377287451125878,0.8645265102386475
elizabeths,elizabeth,14,802,11,0.7141613658713768,0.8643894791603088
fishnets,fishnet,68,1475,14,0.6003520715142014,0.8643607497215271
t7i,t6i,453,335,13,0.5663839398981391,0.8643453121185303
musicals,musical,43,6043,21,0.5804183555527589,0.8643076419830322
plumper,plumping,368,395,12,0.5611611544112872,0.8642902374267578
raider,raiders,520,653,17,0.5413951998738954,0.8642615675926208
berbertine,berberine,39,457,61,0.8891872630457092,0.8639048337936401
levis,levi,425,7296,413,0.7627365933527265,0.8634475469589233
devo,devos,27,56,14,0.8691029811303818,0.8634210824966431
rw,r.w.,1418,68,13,0.5953025588186625,0.8633745908737183
nd,nd2,385,100,12,0.6454474814791737,0.863337516784668
eyelashes,lashes,6526,4867,384,0.5630932613681691,0.8633306622505188
lashes,eyelashes,4867,6526,458,0.5858200448077531,0.8633306622505188
scrunchies,scrunchy,3018,896,148,0.636541165287071,0.8631204962730408
chuck,chuckit,2858,297,39,0.5663333222679664,0.8629540801048279
melt,melter,1595,308,25,0.5563758305369885,0.8626394271850586
pooper,poop,493,2551,37,0.5338391127666421,0.8626245856285095
pizza,pizzacraft,3942,33,12,0.5682043472024806,0.862550675868988
scrubs,scrub,2913,6989,319,0.5755008535251361,0.8625199794769287
dressmakers,dressmaking,94,161,10,0.6851918975012506,0.8625187277793884
filipino,philippines,80,108,22,0.8098428439807588,0.8623735308647156
f550,f530,360,39,11,0.7000599162316503,0.861727237701416
dildo,dildos,756,101,12,0.6020056086448087,0.8615689873695374
dildos,dildo,101,756,12,0.6020056086448088,0.8615689873695374
groomsmen,groomsman,488,257,16,0.5997205076181574,0.8613678216934204
spiraler,spiral,52,6596,19,0.5519413376601127,0.8613513112068176
chests,chest,160,8982,50,0.5567507548550449,0.8611961603164673
necktie,neckties,1153,215,10,0.5098322589861822,0.8611009120941162
torches,torch,167,3265,42,0.6048372665171446,0.860814094543457
uvi,uva,18,783,19,0.7605268834649376,0.8607069849967957
corning,corningware,125,248,35,0.7800806919705849,0.8606075644493103
humidifiers,humidistat,1818,134,17,0.5629387160696783,0.860573947429657
pingpong,ping,59,1287,25,0.6806151211731437,0.8602945804595947
writting,writing,60,12742,24,0.5228102061057265,0.8601158857345581
rectaluse,rectal,17,287,19,0.8298477848499823,0.8598655462265015
faja,fajas,127,909,14,0.5913432990966673,0.8597168922424316
a70,a705m,567,45,11,0.6623704442800972,0.8596965670585632
phone6s,6s,24,18867,17,0.522722843181233,0.8596839308738708
peeing,urination,79,470,24,0.7235382744826078,0.8595083355903625
aerator,aeration,1224,300,13,0.510037881124284,0.8594493865966797
aeration,aerator,300,1224,13,0.510037881124284,0.8594493865966797
gucci,guccissima,2032,44,15,0.6148552333173037,0.8593591451644897
380,.380,1031,185,21,0.6007577596185913,0.8592540621757507
5xlt,5x,193,3495,19,0.5077459452616384,0.8592186570167542
earings,earring,221,6031,36,0.5270123288446698,0.8591861128807068
baggalini,baggallini,16,288,15,0.8056890346232055,0.8588783740997314
theravreath,therabreath,14,94,14,0.8779980469251292,0.858786404132843
t430,l430,100,36,12,0.7957877669822124,0.8587046265602112
kirks,kirk,21,131,13,0.822104535063498,0.8581029176712036
223,.223,397,225,20,0.6453762477713516,0.8579227328300476
ashwaghanda,ashwagandha,42,1298,53,0.7922769707663863,0.8578821420669556
gsxr,gsxr1000,197,43,18,0.7874797678762615,0.857783317565918
bibs,bib,2303,4555,177,0.5552308590132433,0.8577772378921509
floaters,float,22,4296,10,0.570308585401143,0.8576924204826355
a20,a205g,2805,38,16,0.6102309716094084,0.8574831485748291
scrunches,scrunchies,16,3018,27,0.7195417291826796,0.8573999404907227
zs100,zs60,54,46,10,0.7985255286616156,0.8573877811431885
scotts,scott,427,1819,25,0.5258937887925187,0.8573457598686218
toms,tom,798,2053,37,0.5157734515324092,0.8573101162910461
scatmat,scat,25,152,16,0.8256783661041376,0.8571177124977112
upf50,upf,194,5346,33,0.5350119820786658,0.857012927532196
vines,vine,1344,2106,77,0.556346400565298,0.857008695602417
keto,ketosis,15426,1128,174,0.5145342074073782,0.8570055961608887
lews,lew,98,176,42,0.8428553711017478,0.8570044040679932
jojos,jojo,17,1860,17,0.6954010234286899,0.8566202521324158
bookshelf,bookcases,3658,159,16,0.5005791791988765,0.8563449382781982
tricycles,trike,465,1426,34,0.5685098666381597,0.8561749458312988
neopreno,neoprene,26,6042,16,0.5851680392313903,0.8561373949050903
lube,lubes,1496,53,11,0.5908334055703283,0.8561125993728638
backs,backings,1421,68,10,0.5689199291383257,0.8559824228286743
krispy,krispies,40,147,16,0.7974674759480908,0.8559537529945374
dc65,dc66,170,117,12,0.6873472530252871,0.8559409379959106
galaxys10,s10,19,14325,16,0.5496511747044053,0.8559072613716125
capes,cape,827,4645,79,0.5372158167119323,0.8558681011199951
hakuba,hakuna,16,190,15,0.832455842182414,0.8557785749435425
needles,needle,5065,9191,300,0.501852736791133,0.8553701043128967
silhouettef,silhouette,16,2154,16,0.683193469096198,0.8553207516670227
nighthawk,nighthawks,464,24,12,0.724145825763231,0.8553122282028198
spices,spice,2099,9019,249,0.550552791243083,0.855009913444519
fusion,fusion5,2383,163,34,0.6048390644955037,0.8549712896347046
soapmaking,soap,14,21829,12,0.5140183935747997,0.8548890352249146
hide,hider,2134,741,32,0.5032814758458161,0.8548368215560913
insoles,insole,2331,1128,80,0.5659518716494852,0.85466468334198
trackpad,touchpad,174,614,11,0.5720183175441699,0.8543704152107239
reeses,reese,96,641,68,0.8154834258644128,0.8542513251304626
massagerr,massage,16,16751,10,0.5049377621833987,0.8541029691696167
zoom3,zoom,15,6171,15,0.6126221196013184,0.8540557622909546
flack,flak,18,247,19,0.8359208582005784,0.8539356589317322
carpel,carpal,49,1323,29,0.708005287435795,0.8539289236068726
licetex,lice,9,935,26,0.8317738392278461,0.8539144992828369
lmr400,lmr,63,88,11,0.7586863124798024,0.8538721799850464
nikes,nike,76,25687,75,0.5800738174708832,0.8538622260093689
expecting,expect,228,138,10,0.6392895619385335,0.8536633253097534
dementia,alzheimer,216,156,15,0.6776530091971076,0.8535581827163696
scanner,scan,4342,2524,158,0.5385186571568414,0.853437066078186
microfibra,microfiber,53,22900,35,0.5304583921826137,0.8533782958984375
paddletech,paddle,16,3212,13,0.6354286968628473,0.8533762097358704
rolos,rolo,16,285,16,0.8138964709906303,0.8531506061553955
bvulgari,bvlgari,37,455,50,0.8669598197956544,0.8530045747756958
carols,carol,70,493,26,0.7376239224986585,0.852950394153595
calender,calendar,49,7311,30,0.5967590601621352,0.8528637886047363
beddspread,bedspread,16,2457,11,0.635097306641606,0.8528172373771667
jacques,k.jacques,127,30,10,0.7716979103637023,0.8526939749717712
gh,g.h.,220,34,15,0.7745138796687755,0.852593183517456
shaft,shafts,2361,226,17,0.5120733673151521,0.8523156642913818
closers,closer,42,756,20,0.7131938616347792,0.8521320819854736
tempature,temperature,35,12222,26,0.5696807318375985,0.8521314859390259
a10,a105m,943,101,15,0.6107867414512295,0.8519481420516968
trash,garbage,10111,4335,477,0.5644939946300971,0.8519068956375122
garbage,trash,4335,10111,407,0.544206344249752,0.8519068956375122
wizgear,wixgear,11,272,11,0.797600945407801,0.8518508076667786
reading,readers,16516,4306,421,0.5088290135784623,0.8517684936523438
bookshelf,bookcase,3658,2918,209,0.5739119032222711,0.8517242670059204
moldes,mold,61,8503,15,0.5017171152031459,0.8516227006912231
vw,volkswagen,978,777,56,0.6139599014599971,0.8516129851341248
volkswagen,vw,777,978,20,0.5050030213662908,0.8516129851341248
bugaboo,bugaboot,109,70,10,0.7281437813815081,0.8516006469726562
marten,martens,31,1687,16,0.6562447655912352,0.8515554666519165
ji,jis,135,54,23,0.8264093324408878,0.8512877225875854
salerm21,salerm,13,194,13,0.8276465730190583,0.8512819409370422
braggs,bragg,67,459,47,0.8170856631946264,0.8510802388191223
compost,compostable,527,1817,27,0.5197484382623961,0.8510782122612
farenheit,fahrenheit,30,282,13,0.7504708930725095,0.8509311079978943
lgbtq,gay,155,598,15,0.6125352756098781,0.8508865237236023
brachs,brach,75,277,45,0.8387758963128626,0.8507955074310303
burger,hamburger,654,438,16,0.5463473518891147,0.8506645560264587
hamburger,burger,438,654,58,0.6867215377850748,0.8506645560264587
glyceryn,glycerin,15,1021,19,0.7550976042850515,0.8506356477737427
zipties,zip,26,21501,19,0.5200199536009241,0.8504747748374939
bearing,bearings,2640,1545,66,0.5132898619113393,0.850246787071228
sharpener,sharpening,4306,1429,160,0.5838073140599094,0.8502215147018433
sensodime,sensodyne,15,246,15,0.8199862052403414,0.8499611616134644
scunchies,scrunchies,18,3018,21,0.6833688472263675,0.8498311638832092
chicks,chick,176,461,16,0.6278637880016774,0.8498255610466003
cushioncover,cushion,16,28695,31,0.5835443484501645,0.8497112989425659
whiskey,whisky,3662,398,33,0.5119451252633258,0.8496866226196289
math,algebra,3256,356,29,0.5142079068691439,0.8494182825088501
izzre,izze,10,25,10,0.9425333036497276,0.8494004011154175
squish,squishmallow,151,266,15,0.6663499149887782,0.8488548994064331
lip,lips,14520,2740,298,0.5135695118163948,0.8487257361412048
momma,mama,189,1869,15,0.5264378766219014,0.8486291170120239
numb,numbing,58,138,13,0.7540040188578873,0.8484545946121216
ziwipeak,ziwi,31,48,10,0.8306638811911666,0.8484474420547485
roasting,roaster,914,419,29,0.5886355160662926,0.8484459519386292
capacitor,capacitance,352,155,10,0.6047667375428007,0.848419189453125
chanukah,hanukkah,167,578,30,0.6850911299537858,0.8481853604316711
scorecard,score,53,1130,22,0.6820998618777008,0.84813392162323
mach,mach3,277,276,52,0.7662342496618239,0.8480913043022156
hardest,difficult,105,645,10,0.5912102566482632,0.8480544090270996
0.07,0.07mm,639,160,13,0.5915679263671176,0.8479576110839844
floaters,floats,22,1604,20,0.7062708244832461,0.8479536175727844
kineseology,kinesiology,16,265,15,0.8110451872944671,0.8479362726211548
scooby,scoob,500,30,10,0.6857496786212891,0.8479232788085938
flux,fluxx,420,82,14,0.6688380806679239,0.8478730916976929
carabine,carabiner,20,3042,17,0.6529426426018533,0.8477935791015625
frogger,frog,28,1928,18,0.6668802726789679,0.8476529717445374
swimmer,swim,133,12868,41,0.5234740465757036,0.8475919961929321
eyebrown,eyebrow,62,5232,22,0.5706332150088325,0.8474551439285278
saree,sari,491,197,26,0.6688649203946113,0.8473323583602905
claw,claws,3622,1207,74,0.5207325011570603,0.8471662402153015
cuddeback,cuddelink,200,165,36,0.7792368500351989,0.8469394445419312
cuddelink,cuddeback,165,200,14,0.6715745250215936,0.8469394445419312
carters,carter,187,8637,126,0.6553317950877594,0.8468318581581116
urn,urns,1986,1079,39,0.5028339930293195,0.8467065095901489
urns,urn,1079,1986,164,0.6670124849383732,0.8467063903808594
gummy,gummi,3561,339,82,0.6249901503502661,0.8466702699661255
reasons,why,228,1695,17,0.533001733751174,0.8466675281524658
xds,xd,291,713,34,0.6474355655918901,0.846499502658844
evaporated,evaporative,39,904,16,0.6817252407229958,0.8462837934494019
pits,pit,216,4575,25,0.5098698855643049,0.8462798595428467
massagerr,massager,16,14148,24,0.6035763755907162,0.8462045192718506
keratin,keratina,2111,110,26,0.6104396073551289,0.8459257483482361
cubbies,cubby,211,679,11,0.5535047624977083,0.8455519676208496
wellie,welliewishers,181,123,10,0.6609843797607874,0.8454561829566956
950xl,951xl,149,143,19,0.7335197649870598,0.8454430103302002
951xl,950xl,143,149,16,0.7142686399345807,0.8454430103302002
paddle,paddletek,3212,36,12,0.5756767500013641,0.8454173803329468
j491dw,j690dw,74,46,10,0.778764697079323,0.845412015914917
ceylon,lanka,512,130,13,0.6189374769002681,0.8453810214996338
lanka,ceylon,130,512,14,0.6266241902687957,0.8453810214996338
c5,c6,299,407,16,0.6016678596314932,0.8452510833740234
pruning,pruners,534,110,10,0.6001369990400975,0.8451317548751831
pruners,pruning,110,534,14,0.6346316760527921,0.8451317548751831
halloweendecorations,halloween,15,34859,18,0.5190204819182956,0.8450444340705872
lube,lubricant,1496,3200,170,0.6102769011348007,0.8447772860527039
lubricant,lube,3200,1496,107,0.5553569978537688,0.8447772860527039
programmers,programming,69,942,12,0.6122229656246625,0.8447765707969666
ny,york,755,8230,88,0.5143356667817659,0.8447662591934204
colorcolored,coloring,16,11388,17,0.5817804223650482,0.8445307612419128
pancake,pancakes,1125,367,24,0.5636949881693425,0.8443629741668701
pancakes,pancake,367,1125,36,0.6069323545614017,0.8443629741668701
pb8,pb,40,526,15,0.7079603545087589,0.8443256616592407
gate,gates,6635,1100,115,0.5324294237921369,0.8440698385238647
gates,gate,1100,6635,244,0.6228400751506251,0.8440698385238647
pedal,pedalboard,5073,108,23,0.5405694461635356,0.8439520597457886
1tb+ssd,1tb,16,8184,18,0.6091811426160785,0.8439024090766907
breightlings,breitling,26,225,24,0.8461709673388726,0.8438363671302795
knitting,knitter,3555,259,41,0.5661271868463603,0.8437707424163818
floaties,float,374,4296,32,0.5022030132221151,0.8436462879180908
pliers,plier,2846,542,49,0.5496291111589393,0.8435855507850647
spiraler,spiralizer,52,871,53,0.8052603405286397,0.8433396220207214
cheerleading,cheerleader,685,573,30,0.5906060078635067,0.8432165384292603
knitters,knitting,41,3555,30,0.6573320319353353,0.8431617021560669
clinque,clinique,16,721,16,0.7539180151488429,0.8431461453437805
clipin,clip,16,31979,17,0.514795037972448,0.8429232835769653
dales,dale,121,456,15,0.6459173339192282,0.8428851962089539
dale,dales,456,121,12,0.6226165844313019,0.8428850769996643
38mmscreen,38mm,16,12038,21,0.6001149824660511,0.8428332209587097
offos,oofos,13,62,13,0.9003858572946368,0.8425822854042053
bunionette,bunion,150,1213,72,0.7453120488036995,0.8425592184066772
